Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0,92.2368,99.9232,92%
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.568,2,0.2,50.098,751.47,7%
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,368.91,9,0,180.7659,188.1441,96%
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,885.528,9,0.2,-99.6219,985.1499,-10%
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,28.28,2,0,7.3528,20.9272,35%
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,4912.59,3,0,196.5036,4716.0864,4%
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.352,3,0.2,5.0232,9.3288,54%
Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.97,3,0,86.3856,93.5844,92%
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1,0,11.1176,31.6424,35%
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2,0,21.0128,24.6672,85%
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2,0,11.7782,13.2818,89%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.432,1,0.2,13.4512,24.9808,54%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.568,2,0.2,1.6176,19.9504,8%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.576,3,0.2,2.0394,79.5366,3%
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1,0,1.3622,1.4178,96%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3,0,23.9688,75.9012,32%
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,44.4,3,0,22.2,22.2,100%
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,21.4,5,0,9.63,11.77,82%
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4,0,22.0472,49.0728,45%
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4,0,124.7808,135.1792,92%
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,9.78,1,0,4.89,4.89,100%
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,24.192,9,0.2,7.56,16.632,45%
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3,0,10.4148,21.1452,49%
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3,0,28.1718,31.7682,89%
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,45.36,4,0,22.2264,23.1336,96%
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,26.4,5,0,12.672,13.728,92%
Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1,0,1.017,15.933,6%
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.704,2,0.2,9.264,15.44,60%
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,59.7,3,0,26.865,32.835,82%
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,14.52,3,0,5.6628,8.8572,64%
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,104.184,3,0.2,33.8598,70.3242,48%
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3,0,13.0284,33.5016,39%
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.5,3,0,6.63,18.87,35%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.9,5,0,1.043,13.857,8%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7,0,41.2237,46.4863,89%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.764,2,0.1,8.8784,190.8856,5%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.6,4,0,27.434,67.166,41%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.704,6,0.2,158.5764,4070.1276,4%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5,0.2,-25.049,2028.969,-1%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3,0,58.7916,151.1784,39%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.9,2,0,217.767,442.133,49%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0,53.2608,57.6992,92%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.8,4,0,1.356,66.444,2%
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.176,2,0.4,-120.0508,433.2268,-28%
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,22.96,7,0,6.6584,16.3016,41%
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.5,10,0,362.835,736.665,49%
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8,0,316.1392,899.7808,35%
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1,0,3.4357,3.8743,89%
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4,0,3.9248,4.9952,79%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3,0.5,-45.3492,132.5592,-34%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432,10.1088,54%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.988,2,0.4,-113.998,797.986,-14%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.392,3,0.2,1.0044,12.3876,8%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.776,3,0.2,4.8231,11.9529,40%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2,0.2,85.787,442.133,19%
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,25.4,5,0,8.636,16.764,52%
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,177.48,3,0.2,19.9665,157.5135,13%
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,71.976,3,0.2,8.997,62.979,14%
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992,86.3928,11%
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952,8.9208,48%
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,435.84,12,0,130.752,305.088,43%
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0,1.5876,4.2924,37%
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.168,4,0.2,18.4772,192.6908,10%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1,0,2.6376,3.6424,72%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,95.1,5,0,30.432,64.668,47%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,25.92,4,0,12.4416,13.4784,92%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,48.84,4,0,13.1868,35.6532,37%
Second Class,Home Office,United States,Des Moines,Iowa,50315,Central,Office Supplies,Binders,25.9,5,0,12.691,13.209,96%
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Envelopes,42.68,4,0,19.6328,23.0472,85%
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Technology,Accessories,299.97,3,0,125.9874,173.9826,72%
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Appliances,262.24,2,0,78.672,183.568,43%
Same Day,Corporate,United States,Southaven,Mississippi,38671,South,Office Supplies,Binders,234.36,6,0,112.4928,121.8672,92%
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784,54%
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,10.5,5,0,2.94,7.56,39%
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896,16.1784,48%
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408,772.5008,-32%
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,676.55,5,0,6.7655,669.7845,1%
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,154.9,5,0,40.274,114.626,35%
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,30.56,4,0,14.9744,15.5856,96%
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Chairs,770.352,3,0.2,77.0352,693.3168,11%
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Furnishings,21.12,4,0,6.5472,14.5728,45%
Second Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,575.928,9,0.2,57.5928,518.3352,11%
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.78,2,0,2.0228,5.7572,35%
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,123.92,4,0,55.764,68.156,82%
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,17.22,3,0,5.166,12.054,43%
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,226.56,6,0,63.4368,163.1232,39%
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,107.88,3,0.2,10.788,97.092,11%
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,81.98,2,0,40.1702,41.8098,96%
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,104.85,1,0,50.328,54.522,92%
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,8.704,2,0.2,3.1552,5.5488,57%
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,19.92,4,0,9.7608,10.1592,96%
First Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,43.02,3,0,15.4872,27.5328,56%
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,240.784,1,0.2,30.098,210.686,14%
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,414.96,2,0,124.488,290.472,43%
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,387.72,5,0.2,-67.851,455.571,-15%
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Storage,360.38,2,0,93.6988,266.6812,35%
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Paper,13.56,2,0,6.2376,7.3224,85%
First Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,552,10,0.2,34.5,517.5,7%
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Tables,429.9,5,0,111.774,318.126,35%
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,32.06,2,0,15.3888,16.6712,92%
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,161.96,2,0,45.3488,116.6112,39%
Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,19.86,2,0,5.7594,14.1006,41%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0,6.3504,6.6096,96%
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,20.544,6,0.2,6.42,14.124,45%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Furnishings,185.58,6,0,76.0878,109.4922,69%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,77.56,2,0,35.6776,41.8824,85%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Storage,87.92,4,0,0.8792,87.0408,1%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Paper,245.94,6,0,120.5106,125.4294,96%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Office Supplies,Binders,8.6,1,0,4.042,4.558,89%
Standard Class,Consumer,United States,Hattiesburg,Mississippi,39401,South,Furniture,Bookcases,504.9,5,0,126.225,378.675,33%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,2357.488,7,0.2,884.058,1473.43,60%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,369.544,7,0.2,32.3351,337.2089,10%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,184.752,3,0.2,-20.7846,205.5366,-10%
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,64.96,5,0.2,-4.06,69.02,-6%
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.52,2,0.2,1.69,11.83,14%
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,458.43,5,0.3,-137.529,595.959,-23%
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,387.136,4,0.2,24.196,362.94,7%
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,328.59,3,0.4,-147.8655,476.4555,-31%
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Furniture,Chairs,338.352,3,0.2,4.2294,334.1226,1%
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,25.92,4,0,12.4416,13.4784,92%
Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,91.36,4,0,42.0256,49.3344,85%
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,87.96,3,0.2,7.6965,80.2635,10%
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,9.3852,-44%
Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,12.294,1,0.7,-8.6058,20.8998,-41%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,19.76,4,0,8.2992,11.4608,72%
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,109.764,2,0.1,8.5372,101.2268,8%
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,128.85,3,0,3.8655,124.9845,3%
First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,127.95,3,0,21.7515,106.1985,20%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,68.52,3,0,31.5192,37.0008,85%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,74.94,3,0,14.2386,60.7014,23%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,2548.56,6,0.2,286.713,2261.847,13%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0,122.148,149.292,82%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,287.88,3,0.2,35.985,251.895,14%
First Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Paper,14.9,5,0,7.152,7.748,92%
First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,4158.912,8,0.2,363.9048,3795.0072,10%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,91.96,2,0,15.6332,76.3268,20%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,33.11,7,0,12.9129,20.1971,64%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,55.48,1,0,26.6304,28.8496,92%
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,91.92,5,0.2,11.49,80.43,14%
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,17.34,2,0,4.6818,12.6582,37%
Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,71.98,2,0,15.1158,56.8642,27%
Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478,4.602,54%
First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,69.98,2,0,4.8986,65.0814,8%
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,646.272,8,0.2,64.6272,581.6448,11%
Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,10.368,2,0.2,3.7584,6.6096,57%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,8.4,5,0,0.336,8.064,4%
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,71.96,5,0.2,25.186,46.774,54%
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,12.474,48%
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,9.84,3,0,2.8536,6.9864,41%
Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,239.24,1,0.2,23.924,215.316,11%
Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,21.12,4,0,6.5472,14.5728,45%
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0,15.372,39.528,39%
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,15.24,3,0,5.1816,10.0584,52%
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336,72.4016,-73%
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,310.392,4,0.8,-512.1468,822.5388,-62%
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,42.6,3,0,16.614,25.986,64%
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,113.94,6,0,54.6912,59.2488,92%
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,129.92,4,0,5.1968,124.7232,4%
Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,5.28,3,0,2.5344,2.7456,92%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,859.2,3,0.2,75.18,784.02,10%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,506.28,3,0.2,177.198,329.082,54%
Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,14.368,2,0.2,3.9512,10.4168,38%
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646,349.7166,-10%
Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,27.888,7,0.2,10.1094,17.7786,57%
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,238.152,3,0.2,89.307,148.845,60%
Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,692.94,3,0,173.235,519.705,33%
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,16.146,9,0.7,-12.9168,29.0628,-44%
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,1345.485,5,0.7,-1031.5385,2377.0235,-43%
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,173.488,7,0.2,54.215,119.273,45%
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,57.75,5,0,16.17,41.58,39%
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,272.4,5,0,76.272,196.128,39%
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,11.952,3,0.2,4.0338,7.9182,51%
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,28,4,0.2,7.7,20.3,38%
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608,21.9618,-44%
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122,5.4802,-62%
First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,83.84,8,0.2,30.392,53.448,57%
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,11.36,2,0,5.3392,6.0208,89%
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,36.4,5,0,17.472,18.928,92%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,27.968,2,0.2,6.992,20.976,33%
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,142.04,4,0,38.3508,103.6892,37%
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,14.67,3,0,6.0147,8.6553,69%
Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,1199.96,5,0.2,224.9925,974.9675,23%
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,12.6,3,0,6.174,6.426,96%
Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,17.94,3,0,8.073,9.867,82%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688,16.1352,48%
Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,88.96,8,0.2,10.008,78.952,13%
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,-97.176,615.448,-16%
Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,6.98,1,0,3.3504,3.6296,92%
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,343.2,1,0.2,38.61,304.59,13%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,17.544,3,0.2,5.9211,11.6229,51%
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,152.688,2,0.2,-26.7204,179.4084,-15%
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668,2.9212,19%
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248,7.2128,-18%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,153.552,3,0.2,51.8238,101.7282,51%
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,270.62,2,0,2.7062,267.9138,1%
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,468.9,6,0,206.316,262.584,79%
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,72.48,2,0,30.4416,42.0384,72%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0,3.285,7.665,43%
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0,61.3824,130.4376,47%
First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,151.056,9,0.2,7.5528,143.5032,5%
Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,25.16,5,0.6,-11.322,36.482,-31%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348,15.8508,-61%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568,20.9592,13%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.032,2,0.2,-0.6008,24.6328,-2%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786,1.4094,48%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,4.488,6,0.8,-6.732,11.22,-60%
Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,29.22,3,0,12.8568,16.3632,79%
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,6.48,1,0,3.1104,3.3696,92%
Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,1.188,2,0.7,-0.99,2.178,-45%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,272.646,3,0.1,18.1764,254.4696,7%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,212.8,2,0,95.76,117.04,82%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,38.52,9,0,18.1044,20.4156,89%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,72.64,2,0,21.792,50.848,43%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,45.4,4,0,12.712,32.688,39%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,13.76,2,0,6.3296,7.4304,85%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,80.991,1,0.1,8.0991,72.8919,11%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.784,3,0.2,3.9771,7.8069,51%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,4.36,2,0,1.7876,2.5724,69%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2888.127,11,0.1,609.7157,2278.4113,27%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1299.66,2,0,350.9082,948.7518,37%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,2254.41,5,0.1,375.735,1878.675,20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,104.85,3,0,28.3095,76.5405,37%
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,59.97,3,0,20.3898,39.5802,52%
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,314.532,2,0.4,-83.8752,398.4072,-21%
Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,13.632,4,0.2,3.5784,10.0536,36%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516,68.9836,-72%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,65.44,5,0.2,-8.18,73.62,-11%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,6,2,0.2,2.1,3.9,54%
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436,5.1516,-63%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,1495.8706,-1%
